Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
2277,Slender Man,51738549,30569484,21169065,2018.csv,2018,0.5908454061979975,0.4091545938020025
2278,I Can Do Bad All by Myself,51733921,51733921,0,2009.csv,2009,1.0,0.0
2279,Doubt,51699984,33446470,18253514,2008.csv,2008,0.6469338559176343,0.3530661440823657
2280,Schemes in Antiques,51637422,36501,51600921,2021.csv,2021,0.0007068710750122265,0.9992931289249878
2281,Master,51636415,597251,51039164,2016.csv,2016,0.011566469128424194,0.9884335308715758
2282,College Road Trip,51549674,45610425,5939249,2008.csv,2008,0.8847859057265813,0.11521409427341868
2283,Daybreakers,51416464,30101577,21314887,2010.csv,2010,0.5854462687282423,0.4145537312717576
2284,Breaking In,51411620,46840590,4571030,2018.csv,2018,0.9110895552406246,0.08891044475937541
2285,Cry Me a Sad River,51400614,0,51400614,2018.csv,2018,0.0,1.0
2286,I Spy,51386477,33561137,17825340,2002.csv,2002,0.6531122380699498,0.3468877619300502
2287,Hot Pursuit,51380201,34580201,16800000,2015.csv,2015,0.6730258022929883,0.3269741977070117
2288,Once Upon a Deadpool 2018 Re-release,51349833,6100309,45249524,2018.csv,2018,0.1187990036890675,0.8812009963109325
2289,Meet Dave,51339567,11803254,39536313,2008.csv,2008,0.22990560087894782,0.7700943991210522
2290,Simmba,51329025,5102129,46226896,2018.csv,2018,0.09940046591572702,0.900599534084273
2291,Ambulance,51309115,22309115,29000000,2022.csv,2022,0.43479828096820616,0.5652017190317938
2292,Defiance,51262751,28644813,22617938,2008.csv,2008,0.5587841549900433,0.44121584500995664
2293,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,51167572,944193,50223379,2013.csv,2013,0.018452956884489263,0.9815470431155108
2294,Hollywood Homicide,51142659,30940691,20201968,2003.csv,2003,0.6049879221180111,0.3950120778819889
2295,Doomsday: The Sinking of Japan,51127401,0,51127401,2006.csv,2006,0.0,1.0
2296,Sunny,51116421,0,51116421,2011.csv,2011,0.0,1.0
2297,Magic in the Moonlight,51029361,10539326,40490035,2014.csv,2014,0.20653454782629946,0.7934654521737006
2298,Talk to Her 2002 Re-release,51001550,9285469,41716081,2002.csv,2002,0.1820624863361996,0.8179375136638004
2299,Red Dawn,50950296,44806783,6143513,2012.csv,2012,0.8794214463444923,0.12057855365550771
2300,Doraemon the Movie: Nobita and the Birth of Japan,50939840,0,50939840,2016.csv,2016,0.0,1.0
2301,Just Friends,50912434,32619671,18292763,2005.csv,2005,0.6407014640077903,0.3592985359922097
2302,Unleashed,50871113,24537621,26333492,2005.csv,2005,0.4823488135594753,0.5176511864405247
2303,Vanguard,50866901,793525,50073376,2020.csv,2020,0.015600026429760288,0.9843999735702397
2304,Just Mercy,50851872,36001502,14850370,2019.csv,2019,0.7079680763768146,0.2920319236231854
2305,Team America: World Police,50826898,32786074,18040824,2004.csv,2004,0.64505360921298,0.3549463907870199
2306,Coco Before Chanel,50812934,6113834,44699100,2009.csv,2009,0.12032042865306695,0.8796795713469331
2307,The Skulls,50802120,35046120,15756000,2000.csv,2000,0.6898554627247839,0.31014453727521607
2308,What a Girl Wants,50732139,36105433,14626706,2003.csv,2003,0.7116875754046168,0.2883124245953832
2309,Pokémon: Arceus and the Jewel of Life,50673078,0,50673078,2009.csv,2009,0.0,1.0
2310,Sea Monsters: A Prehistoric Adventure,50652463,23746066,26906397,2007.csv,2007,0.46880377761689496,0.531196222383105
2311,Diary of a Mad Black Woman,50652203,50633099,19104,2005.csv,2005,0.9996228397015624,0.0003771602984375625
2312,Fever Pitch,50605163,42071069,8534094,2005.csv,2005,0.8313592231685925,0.1686407768314075
2313,The Jungle Book 2 2003 Re-release,50600160,0,50600160,2003.csv,2003,0.0,1.0
2314,War of the Arrows,50587661,251200,50336461,2011.csv,2011,0.004965637766885486,0.9950343622331145
2315,You Got Served,50576805,40363810,10212995,2004.csv,2004,0.7980695894096118,0.20193041059038822
2316,Kingdom,50574061,0,50574061,2019.csv,2019,0.0,1.0
2317,The Himalayas,50544493,696717,49847776,2015.csv,2015,0.013784231647154914,0.9862157683528451
2318,Alpha and Omega,50507267,25107267,25400000,2010.csv,2010,0.49710207048027366,0.5028979295197263
2319,Marry Me,50485729,22438180,28047549,2022.csv,2022,0.44444599383718913,0.5555540061628109
2320,Dragon Ball Z: Battle of Gods,50461371,2553002,47908369,2013.csv,2013,0.05059319533747904,0.9494068046625209
2321,Kokowääh,50447784,0,50447784,2011.csv,2011,0.0,1.0
2322,About Last Night,50445860,48637684,1808176,2014.csv,2014,0.9641561071612219,0.03584389283877805
2323,Breakthrough,50444358,40713082,9731276,2019.csv,2019,0.8070889117074302,0.1929110882925698
2324,Red Tails,50365498,49876377,489121,2012.csv,2012,0.9902885701636466,0.009711429836353449
2325,"Monsters, Inc. 2012 3D Release",50207820,34043006,16164814,2012.csv,2012,0.6780419066193274,0.32195809338067255
2326,HOUBA! On the Trail of the Marsupilami,50146474,0,50146474,2012.csv,2012,0.0,1.0
2327,The Closet,50104745,6678894,43425851,2001.csv,2001,0.13329863269436856,0.8667013673056314
2328,National Security,50097949,36381186,13716763,2003.csv,2003,0.7262011065562783,0.2737988934437216
2329,The Replacements,50054511,44737059,5317452,2000.csv,2000,0.8937667775837427,0.10623322241625735
2330,Uncut Gems,50023780,50023780,0,2019.csv,2019,1.0,0.0
2331,The Women,50007546,26902075,23105471,2008.csv,2008,0.5379603110298594,0.46203968897014064
2332,Dearest 2014 Re-release,50000583,0,50000583,2014.csv,2014,0.0,1.0
2333,Family is Family,49954866,0,49954866,2018.csv,2018,0.0,1.0
2334,Drillbit Taylor,49944325,32862104,17082221,2008.csv,2008,0.6579747348672748,0.3420252651327253
2335,21 Bridges,49939757,28539757,21400000,2019.csv,2019,0.5714836978481894,0.42851630215181064
2336,Winnie the Pooh,49871429,26692846,23178583,2011.csv,2011,0.535233229430823,0.464766770569177
2337,The Wailing,49851770,786633,49065137,2016.csv,2016,0.015779439727014708,0.9842205602729853
2338,The Switch,49830607,27779426,22051181,2010.csv,2010,0.5574771746208108,0.44252282537918913
2339,Space Battleship Yamato,49827298,0,49827298,2010.csv,2010,0.0,1.0
2340,Notes on a Scandal,49814392,17510118,32304274,2006.csv,2006,0.35150721100841703,0.648492788991583
2341,An Inconvenient Truth,49782012,24146161,25635851,2006.csv,2006,0.4850378686984367,0.5149621313015633
2342,She's Out of My League,49779728,32010860,17768868,2010.csv,2010,0.6430501187149917,0.3569498812850082
2343,This Christmas,49778552,49121934,656618,2007.csv,2007,0.9868092185566185,0.01319078144338148
2344,Luca,49750471,0,49750471,2021.csv,2021,0.0,1.0
2345,Raising Helen,49718611,37486512,12232099,2004.csv,2004,0.7539734366271817,0.24602656337281828
2346,The Boy and the Beast,49714378,490643,49223735,2015.csv,2015,0.009869237426645467,0.9901307625733545
2347,Two Is a Family,49619118,0,49619118,2016.csv,2016,0.0,1.0
2348,Song of Youth,49615508,0,49615508,2019.csv,2019,0.0,1.0
2349,Surprise,49567466,0,49567466,2015.csv,2015,0.0,1.0
2350,Death Wish,49562710,34017028,15545682,2018.csv,2018,0.6863431801852643,0.3136568198147357
2351,CJ7,49529913,207378,49322535,2008.csv,2008,0.004186924374367466,0.9958130756256325
2352,The Grudge,49511319,21221803,28289516,2019.csv,2019,0.4286252806151256,0.5713747193848744
2353,Tad: The Lost Explorer,49490859,0,49490859,2012.csv,2012,0.0,1.0
2354,The Black Dahlia,49332692,22545080,26787612,2006.csv,2006,0.45700080587534125,0.5429991941246588
2355,Capote,49327405,28750530,20576875,2005.csv,2005,0.5828510540945748,0.4171489459054252
2356,May 18,49282156,0,49282156,2007.csv,2007,0.0,1.0
2357,One Piece: Strong World,49271461,0,49271461,2009.csv,2009,0.0,1.0
2358,Entourage,49263404,32363404,16900000,2015.csv,2015,0.6569461582476112,0.34305384175238884
2359,A Turtle's Tale 2: Sammy's Escape from Paradise,49261830,0,49261830,2012.csv,2012,0.0,1.0
2360,The Hurt Locker,49230772,17017811,32212961,2008.csv,2008,0.3456742664933225,0.6543257335066774
2361,The New Mutants,49169594,23852659,25316935,2020.csv,2020,0.4851099441659006,0.5148900558340994
2362,Death at a Funeral,49050886,42739347,6311539,2010.csv,2010,0.8713267075338863,0.12867329246611367
2363,Little,48987096,40860481,8126615,2019.csv,2019,0.8341070268790786,0.16589297312092147
2364,Whiplash,48982041,13092000,35890041,2014.csv,2014,0.2672816349159481,0.732718365084052
2365,Never Gone,48980792,96421,48884371,2016.csv,2016,0.0019685471806989156,0.9980314528193011
2366,The Berlin File,48972848,665210,48307638,2013.csv,2013,0.013583241064518036,0.986416758935482
2367,Trouble with the Curve,48963137,35763137,13200000,2012.csv,2012,0.7304094302617906,0.2695905697382094
2368,Luck-Key,48913975,466505,48447470,2016.csv,2016,0.00953725392385305,0.9904627460761469
2369,Florence Foster Jenkins,48902953,27383770,21519183,2016.csv,2016,0.559961481262696,0.44003851873730404
2370,Push,48858618,31811527,17047091,2009.csv,2009,0.6510934672773594,0.34890653272264066
2371,The Woman in Black 2: Angel of Death,48854305,26501323,22352982,2015.csv,2015,0.5424562482262311,0.457543751773769
2372,Bleeding Steel,48825526,0,48825526,2017.csv,2017,0.0,1.0
2373,Fantasy Island,48811343,27309289,21502054,2020.csv,2020,0.5594865316449088,0.44051346835509114
2374,Isn't It Romantic,48791187,48791187,0,2019.csv,2019,1.0,0.0
2375,Mother's Day,48782670,32492859,16289811,2016.csv,2016,0.6660738126879894,0.33392618731201057
2376,How Do You Know,48668907,30212620,18456287,2010.csv,2010,0.6207786831950017,0.3792213168049983
2377,Concussion,48623572,34542474,14081098,2015.csv,2015,0.7104059323325732,0.28959406766742685
2378,The Last King of Scotland,48618191,17606684,31011507,2006.csv,2006,0.36214189869795854,0.6378581013020415
2379,Shutter,48555306,25928550,22626756,2008.csv,2008,0.534000341795807,0.465999658204193
2380,Fat Albert,48551322,48116322,435000,2004.csv,2004,0.9910404087452037,0.008959591254796317
2381,Her,48517427,25568251,22949176,2013.csv,2013,0.5269910747740189,0.47300892522598115
2382,The Legend of Hei,48507082,0,48507082,2019.csv,2019,0.0,1.0
2383,Logan Lucky,48453605,27780977,20672628,2017.csv,2017,0.5733521169374292,0.4266478830625709
2384,Magnolia,48451803,22455976,25995827,1999.csv,1999,0.4634703893268946,0.5365296106731055
2385,Homefront,48449416,20158898,28290518,2013.csv,2013,0.4160813414138986,0.5839186585861015
2386,Mr. Brooks,48443734,28549298,19894436,2007.csv,2007,0.5893290141507259,0.41067098584927414
2387,9,48428063,31749894,16678169,2009.csv,2009,0.6556094139053218,0.3443905860946782
2388,Chef,48428048,31424003,17004045,2014.csv,2014,0.6488802315550691,0.3511197684449309
2389,20th Century Boys 3: Redemption,48397818,0,48397818,2009.csv,2009,0.0,1.0
2390,Belfast,48353189,9250870,39102319,2021.csv,2021,0.19131871529714412,0.8086812847028559
2391,"Girl, Interrupted",48350205,28912646,19437559,1999.csv,1999,0.5979839382273561,0.402016061772644
2392,Boo 2! A Madea Halloween,48333932,47319572,1014360,2017.csv,2017,0.979013501322425,0.020986498677575
2393,The Last Stand,48330757,12050299,36280458,2013.csv,2013,0.24932982117370933,0.7506701788262907
2394,Secondhand Lions,48249017,42070939,6178078,2003.csv,2003,0.8719543239606311,0.12804567603936884
2395,Charlie St. Cloud,48190704,31162545,17028159,2010.csv,2010,0.6466505448851713,0.3533494551148288
2396,Arthur,48147945,33035397,15112548,2011.csv,2011,0.6861226787560715,0.3138773212439285
2397,Boyhood,48137666,25352281,22785385,2014.csv,2014,0.5266620321807874,0.4733379678192125
2398,Suite Dreams,48090431,0,48090431,2006.csv,2006,0.0,1.0
2399,21 & Over,48065672,25682380,22383292,2013.csv,2013,0.5343185465086184,0.4656814534913815
2400,Sky Hunter,48065601,0,48065601,2017.csv,2017,0.0,1.0
2401,Heartbreaker,48023509,504030,47519479,2010.csv,2010,0.010495484617752526,0.9895045153822475
2402,Countdown,48021766,25621766,22400000,2019.csv,2019,0.5335448513076341,0.4664551486923659
2403,After We Collided,47990414,2386483,45603931,2020.csv,2020,0.04972832699463689,0.9502716730053631
2404,Death Note: The Last Name,47917637,0,47917637,2006.csv,2006,0.0,1.0
2405,"From Today, It's My Turn: The Movie",47895887,0,47895887,2020.csv,2020,0.0,1.0
2406,Midsommar,47863365,27426361,20437004,2019.csv,2019,0.5730136399728686,0.4269863600271314
2407,Queen & Slim,47861328,43808310,4053018,2019.csv,2019,0.9153174771916065,0.08468252280839345
2408,The Nanny Diaries,47817020,25930652,21886368,2007.csv,2007,0.5422891681664813,0.4577108318335187
2409,Phantom Thread,47756590,21198205,26558385,2017.csv,2017,0.4438802058522185,0.5561197941477815
2410,Son of a Rich,47738868,0,47738868,2019.csv,2019,0.0,1.0
2411,Book of Shadows: Blair Witch 2,47737094,26437094,21300000,2000.csv,2000,0.5538061030694496,0.4461938969305505
2412,The Fourth Kind,47709193,25486040,22223153,2009.csv,2009,0.5341955794557246,0.4658044205442754
2413,Scott Pilgrim vs. the World,47664559,31524275,16140284,2010.csv,2010,0.6613776705665104,0.3386223294334896
2414,Trolls 2: World Tour,47648334,450000,47198334,2020.csv,2020,0.009444191689892033,0.9905558083101079
2415,"Yo-kai Watch Movie: It's the Secret of Birth, Meow! 2016 Re-release",47642462,0,47642462,2016.csv,2016,0.0,1.0
2416,Man on a Ledge,47636031,18620000,29016031,2012.csv,2012,0.3908805920459662,0.6091194079540337
2417,Inside Men,47616503,0,47616503,2015.csv,2015,0.0,1.0
2418,The Dead End,47600000,0,47600000,2015.csv,2015,0.0,1.0
2419,Coming Home,47587984,377607,47210377,2014.csv,2014,0.007934923236084135,0.9920650767639159
2420,47 Meters Down: Uncaged,47582563,22260900,25321663,2019.csv,2019,0.46783734621441053,0.5321626537855895
2421,Boonie Bears Winter,47581416,0,47581416,2015.csv,2015,0.0,1.0
2422,Pokémon: Giratina and the Sky Warrior,47505623,0,47505623,2008.csv,2008,0.0,1.0
2423,A Walk to Remember,47494916,41281092,6213824,2002.csv,2002,0.8691686495455639,0.130831350454436
2424,Darkness Falls,47488536,32551396,14937140,2003.csv,2003,0.685457980848262,0.314542019151738
2425,Man on the Moon,47434430,34607430,12827000,1999.csv,1999,0.7295846076362675,0.2704153923637324
2426,Beauty and the Beast,47430624,0,47430624,2014.csv,2014,0.0,1.0
2427,The Magic Tuche,47427990,0,47427990,2018.csv,2018,0.0,1.0
2428,Crazy Heart,47405566,39464306,7941260,2009.csv,2009,0.8324825401304142,0.16751745986958577
2429,Nightcrawler,47398992,32381217,15017775,2014.csv,2014,0.683162565988745,0.3168374340112549
2430,Almost Famous,47383689,32534850,14848839,2000.csv,2000,0.6866255179076496,0.31337448209235036
2431,Rough Night,47347283,22105643,25241640,2017.csv,2017,0.466883031070653,0.533116968929347
2432,Texas Chainsaw,47340586,34341945,12998641,2013.csv,2013,0.7254228961170865,0.2745771038829135
2433,Broken Flowers,47329961,13744960,33585001,2005.csv,2005,0.29040716936149596,0.709592830638504
2434,Don't Breathe 2,47312950,32712950,14600000,2021.csv,2021,0.6914164092494761,0.3085835907505239
2435,A Monster Calls,47309313,3740823,43568490,2016.csv,2016,0.07907159843982516,0.9209284015601749
2436,Tiny Times 2.0,47289937,43788,47246149,2013.csv,2013,0.0009259475224084143,0.9990740524775916
2437,Golden Job,47287851,285795,47002056,2018.csv,2018,0.006043729921243407,0.9939562700787566
2438,Mortdecai,47275695,7696134,39579561,2015.csv,2015,0.16279261468287246,0.8372073853171276
2439,The Watcher,47267829,28946615,18321214,2000.csv,2000,0.612395695177792,0.3876043048222079
2440,Deck the Halls,47232776,35093569,12139207,2006.csv,2006,0.7429918791984617,0.25700812080153834
2441,Switch,47164301,0,47164301,2013.csv,2013,0.0,1.0
2442,High Fidelity,47126295,27287137,19839158,2000.csv,2000,0.5790214783487647,0.4209785216512353
2443,Soul Surfer,47120948,43853424,3267524,2011.csv,2011,0.9306566582658736,0.0693433417341264
2444,The Wedding Date,47096206,31726995,15369211,2005.csv,2005,0.6736635006225342,0.3263364993774658
2445,Land of the Dead,47074133,20700082,26374051,2005.csv,2005,0.4397336855890686,0.5602663144109313
2446,Dracula 2000,47053625,33022767,14030858,2000.csv,2000,0.7018113269700262,0.29818867302997376
2447,The Place Beyond the Pines,47052899,21403519,25649380,2013.csv,2013,0.45488204669387106,0.5451179533061289
2448,Son of Bigfoot,47046281,289308,46756973,2017.csv,2017,0.006149434000957483,0.9938505659990425
2449,StreetDance 2,46960833,0,46960833,2010.csv,2010,0.0,1.0
2450,My Hero Academia: World Heroes' Mission,46951862,12271658,34680204,2021.csv,2021,0.26136680159777265,0.7386331984022274
2451,Parker,46922566,17616641,29305925,2013.csv,2013,0.3754406994706982,0.6245593005293019
2452,Death at a Funeral,46789413,8580428,38208985,2007.csv,2007,0.18338396337650142,0.8166160366234986
2453,Hachi: A Dog's Tale,46748131,0,46748131,2009.csv,2009,0.0,1.0
2454,Mary Queen of Scots,46712809,16468499,30244310,2018.csv,2018,0.35254782044899075,0.6474521795510092
2455,Uncle Drew,46664414,42469946,4194468,2018.csv,2018,0.9101142039413588,0.08988579605864118
2456,Be with You,46616207,0,46616207,2004.csv,2004,0.0,1.0
2457,Three Seconds,46596415,0,46596415,2017.csv,2017,0.0,1.0
2458,Get Rich or Die Tryin',46563961,30985352,15578609,2005.csv,2005,0.6654363446443055,0.3345636553556945
2459,Torque,46546197,21215059,25331138,2003.csv,2003,0.45578501289804624,0.5442149871019538
2460,The Big Wedding,46522137,21819348,24702789,2013.csv,2013,0.4690100112984922,0.5309899887015078
2461,Badges of Fury,46495296,0,46495296,2013.csv,2013,0.0,1.0
2462,Fantastic Mr. Fox,46471023,21002919,25468104,2009.csv,2009,0.45195731972588593,0.5480426802741141
2463,Zweiohrküken,46439905,0,46439905,2009.csv,2009,0.0,1.0
2464,Risen,46432579,36880033,9552546,2016.csv,2016,0.7942706133122608,0.20572938668773924
2465,The Nativity Story,46432264,37629831,8802433,2006.csv,2006,0.8104242127844552,0.18957578721554477
2466,Acrimony,46403669,43549096,2854573,2018.csv,2018,0.9384838944523978,0.061516105547602284
2467,The French Dispatch,46333545,16124375,30209170,2021.csv,2021,0.348006503711296,0.651993496288704
2468,A Werewolf Boy,46282588,342922,45939666,2012.csv,2012,0.007409309090494248,0.9925906909095058
2469,The Thousand Faces of Dunjia,46263237,124187,46139050,2017.csv,2017,0.002684356047113608,0.9973156439528864
2470,The Fog,46201432,29550869,16650563,2005.csv,2005,0.6396093740124765,0.3603906259875235
2471,The Battleship Island,46183383,1104957,45078426,2017.csv,2017,0.023925423566307388,0.9760745764336927
2472,Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,46180706,0,46180706,2012.csv,2012,0.0,1.0
2473,Hanson and the Beast,46154323,0,46154323,2017.csv,2017,0.0,1.0
2474,Eddie the Eagle,46152800,15789389,30363411,2016.csv,2016,0.342111182853478,0.657888817146522
2475,Napoleon Dynamite,46118097,44540956,1577141,2004.csv,2004,0.9658021231882139,0.03419787681178606
2476,Into the Blue,46117696,18801234,27316462,2005.csv,2005,0.4076793862382024,0.5923206137617977
2477,For Love of the Game,46112640,35188640,10924000,1999.csv,1999,0.7631018306477356,0.23689816935226438
2478,The World's End,46089287,26004851,20084436,2013.csv,2013,0.5642276696534707,0.43577233034652935
2479,The Hunted,46061847,34244097,11817750,2003.csv,2003,0.7434373398009854,0.2565626601990146
2480,Gekijouban Tenpesuto 3D 2012 Re-release,46008255,0,46008255,2012.csv,2012,0.0,1.0
2481,Let's Get Married,45972724,462918,45509806,2015.csv,2015,0.010069405502271303,0.9899305944977287
2482,Asterix: The Secret of the Magic Potion,45972321,1271953,44700368,2018.csv,2018,0.027667800370575157,0.9723321996294249
2483,Welcome to the South,45896492,0,45896492,2010.csv,2010,0.0,1.0
2484,Eight Legged Freaks,45867333,17322606,28544727,2002.csv,2002,0.37766760932012333,0.6223323906798767
2485,One Missed Call,45847751,26890041,18957710,2008.csv,2008,0.5865073076321672,0.4134926923678328
2486,Gintama Live Action the Movie,45746967,0,45746967,2017.csv,2017,0.0,1.0
2487,Somewhere Only We Know,45737711,482341,45255370,2015.csv,2015,0.010545805407708313,0.9894541945922917
2488,Chasing the Dragon II: Wild Wild Bunch,45733356,196634,45536722,2019.csv,2019,0.004299575128490461,0.9957004248715096
2489,"McFarland, USA",45710059,44482410,1227649,2015.csv,2015,0.9731426949153577,0.026857305084642312
2490,Judy,45701880,24313888,21387992,2019.csv,2019,0.5320106743967644,0.4679893256032356
2491,Guilty of Mind,45698503,0,45698503,2017.csv,2017,0.0,1.0
2492,Earth to Echo,45681062,38934842,6746220,2014.csv,2014,0.8523191076424624,0.14768089235753756
2493,That Awkward Moment,45640143,26068955,19571188,2014.csv,2014,0.5711847791537376,0.42881522084626245
2494,The Debt,45636368,31177548,14458820,2011.csv,2011,0.6831732972264576,0.31682670277354236
2495,Bajrangi Bhaijaan 2018 Re-release,45579004,0,45579004,2018.csv,2018,0.0,1.0
2496,Hero,45565534,88675,45476859,2015.csv,2015,0.0019460981188105905,0.9980539018811894
2497,If You Are the One,45521453,0,45521453,2008.csv,2008,0.0,1.0
2498,Machete,45491656,26593646,18898010,2010.csv,2010,0.5845829397813085,0.4154170602186915
2499,Queen of the Damned,45479110,30336800,15142310,2002.csv,2002,0.6670491133181806,0.33295088668181944
2500,Love on the Cloud,45386560,271734,45114826,2014.csv,2014,0.005987102789900799,0.9940128972100992
2501,Good Boy,45312217,37667746,7644471,2003.csv,2003,0.8312933794433408,0.16870662055665914
2502,The Last House on the Left,45289053,32752215,12536838,2009.csv,2009,0.7231817145746015,0.2768182854253985
2503,The Spy Next Door,45236543,24307086,20929457,2009.csv,2009,0.5373329699398117,0.4626670300601883
2504,Tanhaji: The Unsung Warrior,45221814,0,45221814,2020.csv,2020,0.0,1.0
2505,Confessions,45203103,0,45203103,2010.csv,2010,0.0,1.0
2506,Blair Witch,45173154,20777061,24396093,2016.csv,2016,0.4599426686035693,0.5400573313964308
2507,Flatliners,45158254,16883115,28275139,2017.csv,2017,0.3738655396198445,0.6261344603801555
2508,Boonie Bears: The Big Top Secret,45150390,0,45150390,2016.csv,2016,0.0,1.0
2509,In the Heights,45135827,29975167,15160660,2021.csv,2021,0.6641102864914827,0.3358897135085173
2510,Deuce Bigalow: European Gigolo,45109561,22400154,22709407,2005.csv,2005,0.49657220117925777,0.5034277988207423
2511,Love Will Tear Us Apart,45060290,0,45060290,2021.csv,2021,0.0,1.0
2512,Monster's Ball,44909486,31273922,13635564,2001.csv,2001,0.6963767521186949,0.30362324788130507
2513,Grudge Match,44907260,29807260,15100000,2013.csv,2013,0.6637514735924659,0.3362485264075341
2514,Child's Play,44907074,29208403,15698671,2019.csv,2019,0.6504187513976083,0.3495812486023917
2515,Nodame Cantabile: The Movie II,44879450,0,44879450,2009.csv,2009,0.0,1.0
2516,Avatar 2010 Special Edition,44838548,10741486,34097062,2010.csv,2010,0.239559184655132,0.760440815344868
2517,Still Alice,44779195,18754371,26024824,2015.csv,2015,0.41881885103115407,0.5811811489688459
2518,The Wrestler,44734660,26238243,18496417,2008.csv,2008,0.5865305112411718,0.41346948875882816
2519,The Man from Nowhere,44723232,528175,44195057,2010.csv,2010,0.011809857570222116,0.9881901424297779
2520,The White Storm,44670277,0,44670277,2013.csv,2013,0.0,1.0
2521,Richard Jewell,44655962,22345542,22310420,2019.csv,2019,0.5003932509616521,0.4996067490383479
2522,Lakeview Terrace,44655002,39263506,5391496,2008.csv,2008,0.8792633353817787,0.12073666461822127
2523,Uptown Girls,44617342,37182494,7434848,2003.csv,2003,0.8333641658886807,0.16663583411131933
2524,The Gift,44567606,12008642,32558964,2000.csv,2000,0.2694477688570483,0.7305522311429516
2525,Bad Genius,44560421,0,44560421,2017.csv,2017,0.0,1.0
2526,Mother!,44516999,17800004,26716995,2017.csv,2017,0.3998473482006278,0.6001526517993722
2527,Recess: School's Out,44460850,36706141,7754709,2001.csv,2001,0.8255834290167642,0.17441657098323582
2528,Oculus,44446287,27695246,16751041,2014.csv,2014,0.6231172021185931,0.37688279788140683
2529,Notorious,44420167,36843682,7576485,2009.csv,2009,0.8294359181495198,0.17056408185048022
2530,Detective Conan: The Eleventh Striker,44369456,0,44369456,2012.csv,2012,0.0,1.0
2531,The Sisterhood of the Traveling Pants 2,44352417,44089964,262453,2008.csv,2008,0.9940825547342775,0.005917445265722497
2532,A Man Apart,44350926,26736098,17614828,2003.csv,2003,0.6028306601760693,0.3971693398239306
2533,Dark Water 2005 Re-release,44347079,25473352,18873727,2005.csv,2005,0.5744087902610227,0.4255912097389774
2534,Moonfall,44345119,19060660,25284459,2022.csv,2022,0.4298254335499697,0.5701745664500303
2535,Unhinged,44331465,20831465,23500000,2020.csv,2020,0.4699024722056896,0.5300975277943104
2536,House at the End of the Street,44287131,31611916,12675215,2012.csv,2012,0.7137946235442526,0.2862053764557474
2537,The Girl Who Kicked the Hornet's Nest,44276335,5190196,39086139,2009.csv,2009,0.11722280084835386,0.8827771991516461
2538,The Good the Bad the Weird,44261209,128486,44132723,2008.csv,2008,0.0029029030815674287,0.9970970969184326
2539,Hardball,44102389,40222729,3879660,2001.csv,2001,0.912030615847137,0.08796938415286301
2540,Tarzan,44095996,0,44095996,2013.csv,2013,0.0,1.0
2541,The Great Hypnotist,44077818,0,44077818,2014.csv,2014,0.0,1.0
2542,Winchester,44019588,25091816,18927772,2018.csv,2018,0.5700147852360635,0.4299852147639365
2543,Semi-Pro,44004502,33479698,10524804,2008.csv,2008,0.7608243811053697,0.23917561889463038
2544,Kick,43996483,2472695,41523788,2014.csv,2014,0.056202105972879696,0.9437978940271203
2545,Wind River,43980821,33800859,10179962,2017.csv,2017,0.7685363354176585,0.23146366458234147
2546,Max,43967255,42656255,1311000,2015.csv,2015,0.9701823550276223,0.029817644972377738
2547,The End of Endless Love,43950000,0,43950000,2020.csv,2020,0.0,1.0
2548,Timeline,43935763,19481943,24453820,2003.csv,2003,0.4434187930228957,0.5565812069771042
2549,The Transporter,43928932,25296447,18632485,2002.csv,2002,0.5758493514023969,0.42415064859760304
2550,Battle of Memories,43892362,594552,43297810,2017.csv,2017,0.01354568250393998,0.98645431749606
2551,Of Gods and Men,43803417,3951596,39851821,2010.csv,2010,0.09021204898238874,0.9097879510176112
2552,Café Society,43763247,11103205,32660042,2016.csv,2016,0.25371072215002693,0.746289277849973
2553,The DUFF,43709744,34030343,9679401,2015.csv,2015,0.7785527867653491,0.22144721323465083
2554,The Sea Inside,43685449,2104923,41580526,2004.csv,2004,0.04818361830274424,0.9518163816972558
2555,"Welcome Home, Roscoe Jenkins",43655418,42436517,1218901,2008.csv,2008,0.9720790441177313,0.027920955882268724
2556,Boy,43551154,256211,43294943,2010.csv,2010,0.005882989920313018,0.994117010079687
2557,We Are Marshall,43545364,43545364,0,2006.csv,2006,1.0,0.0
2558,League of Gods,43498766,181633,43317133,2016.csv,2016,0.004175589716728976,0.9958244102832711
2559,Harold & Kumar Escape from Guantanamo Bay,43495888,38108728,5387160,2008.csv,2008,0.8761455335731966,0.12385446642680338
2560,Brothers,43474578,28544157,14930421,2009.csv,2009,0.6565712265223138,0.3434287734776862
2561,Last Holiday,43451846,38399961,5051885,2006.csv,2006,0.8837360097428312,0.11626399025716883
2562,Secretly Greatly,43447199,0,43447199,2013.csv,2013,0.0,1.0
2563,The Master of Disguise,43411001,40388794,3022207,2002.csv,2002,0.9303815408449116,0.06961845915508837
2564,In the Bedroom,43368779,35930604,7438175,2001.csv,2001,0.8284900988335411,0.17150990116645895
2565,Harriet,43347017,43082155,264862,2019.csv,2019,0.9938897294824232,0.006110270517576792
2566,The Duchess,43343384,13848978,29494406,2008.csv,2008,0.31951769155818566,0.6804823084418143
